joint_0,joint_1,joint_2,joint_3,joint_4,joint_5
-0.7275495529174805,-2.455893178979391,-2.3505404631244105,-0.4053715032390137,2.143584728240967,0.9573016166687012
-0.7275362014770508,-2.4558807812132777,-2.3505404631244105,-0.4053953450969239,2.1435723304748535,0.9573140144348145
-0.7275609970092773,-2.455893178979391,-2.3505283037768763,-0.40535910547290044,2.1435608863830566,0.9572892189025879
-0.7275609970092773,-2.4558807812132777,-2.3505404631244105,-0.40534766138110356,2.143584728240967,0.9572892189025879
-0.7275848388671875,-2.455928464929098,-2.3505523840533655,-0.40534766138110356,2.1435608863830566,0.9573016166687012
-0.7275724411010742,-2.455904623071188,-2.350516382847921,-0.40534766138110356,2.1435723304748535,0.9572892189025879
-0.7276201248168945,-2.455928464929098,-2.3505523840533655,-0.4053352636149903,2.1435723304748535,0.9572653770446777
-0.7275495529174805,-2.455904623071188,-2.350516382847921,-0.4053352636149903,2.14359712600708,0.9573016166687012
-0.7275724411010742,-2.4559408626952113,-2.3505523840533655,-0.4053715032390137,2.14359712600708,0.957277774810791
-0.7275495529174805,-2.455893178979391,-2.350516382847921,-0.4053829473308106,2.143608570098877,0.9572892189025879
-0.7275724411010742,-2.455917020837301,-2.3505762259112757,-0.4053114217570801,2.1435723304748535,0.9573016166687012
-0.7275609970092773,-2.455893178979391,-2.3505283037768763,-0.40534766138110356,2.14359712600708,0.957277774810791
-0.7275362014770508,-2.455928464929098,-2.3505283037768763,-0.4053352636149903,2.14359712600708,0.9573016166687012
-0.7275362014770508,-2.455917020837301,-2.3505283037768763,-0.40534766138110356,2.143584728240967,0.957277774810791
-0.7275495529174805,-2.455917020837301,-2.3505404631244105,-0.40535910547290044,2.1435723304748535,0.9572892189025879
-0.7275848388671875,-2.455893178979391,-2.3505283037768763,-0.4053352636149903,2.143608570098877,0.957277774810791
-0.7275609970092773,-2.455904623071188,-2.3505762259112757,-0.4053352636149903,2.1435723304748535,0.9573140144348145
-0.7275609970092773,-2.4558807812132777,-2.350516382847921,-0.40534766138110356,2.143584728240967,0.9573016166687012
-0.7275609970092773,-2.4558688602843226,-2.3505404631244105,-0.4053715032390137,2.143608570098877,0.957277774810791
-0.7275724411010742,-2.455893178979391,-2.3505404631244105,-0.40535910547290044,2.143608570098877,0.957277774810791
-0.7275609970092773,-2.455917020837301,-2.3505404631244105,-0.4053715032390137,2.143584728240967,0.9573016166687012
-0.7275495529174805,-2.455893178979391,-2.3505762259112757,-0.4053829473308106,2.1435723304748535,0.9573378562927246
-0.7275247573852539,-2.455893178979391,-2.3505283037768763,-0.4053352636149903,2.14359712600708,0.9573016166687012
-0.7275848388671875,-2.4558688602843226,-2.3505523840533655,-0.40535910547290044,2.143584728240967,0.9573140144348145
-0.7275724411010742,-2.455904623071188,-2.3505404631244105,-0.4053233426860352,2.1435723304748535,0.9573016166687012
-0.7275724411010742,-2.4558688602843226,-2.3505283037768763,-0.40534766138110356,2.143584728240967,0.9573016166687012
-0.7275495529174805,-2.4558807812132777,-2.3505523840533655,-0.4053715032390137,2.143608570098877,0.9573140144348145
-0.7275495529174805,-2.455904623071188,-2.3505283037768763,-0.40535910547290044,2.143620014190674,0.957277774810791
-0.7275495529174805,-2.4558688602843226,-2.3505404631244105,-0.40535910547290044,2.143620014190674,0.9573378562927246
-0.7275495529174805,-2.4558569393553675,-2.3505523840533655,-0.40534766138110356,2.1435723304748535,0.957277774810791
-0.727513313293457,-2.4558688602843226,-2.3505762259112757,-0.40535910547290044,2.1435723304748535,0.957277774810791
-0.7275247573852539,-2.455904623071188,-2.3505523840533655,-0.4053715032390137,2.1435608863830566,0.9573016166687012
-0.7275362014770508,-2.4558807812132777,-2.3505283037768763,-0.40535910547290044,2.14359712600708,0.9572653770446777
-0.7275609970092773,-2.455928464929098,-2.3505523840533655,-0.40535910547290044,2.143584728240967,0.9573254585266113
-0.7275848388671875,-2.455917020837301,-2.3505283037768763,-0.4053715032390137,2.1435608863830566,0.957277774810791
-0.7275247573852539,-2.455893178979391,-2.3505643049823206,-0.40535910547290044,2.1435608863830566,0.957277774810791
-0.7275609970092773,-2.455904623071188,-2.3505643049823206,-0.4053715032390137,2.1435723304748535,0.957277774810791
-0.7275848388671875,-2.455893178979391,-2.3505404631244105,-0.40535910547290044,2.143620014190674,0.9572892189025879
-0.7275362014770508,-2.455904623071188,-2.350600306187765,-0.4053953450969239,2.1435723304748535,0.9572892189025879
-0.7275848388671875,-2.455893178979391,-2.3505523840533655,-0.40535910547290044,2.14359712600708,0.9572892189025879
-0.727513313293457,-2.455893178979391,-2.35061222711672,-0.4053715032390137,2.1435723304748535,0.9573140144348145
-0.7275609970092773,-2.455928464929098,-2.350516382847921,-0.40534766138110356,2.143584728240967,0.957277774810791
-0.7275848388671875,-2.455905099908346,-2.3505404631244105,-0.4053715032390137,2.143584728240967,0.9573016166687012
-0.7275724411010742,-2.4558688602843226,-2.3505523840533655,-0.4053953450969239,2.143584728240967,0.9573016166687012
-0.7275848388671875,-2.455904623071188,-2.3505283037768763,-0.4053829473308106,2.1435723304748535,0.9572892189025879
-0.7275724411010742,-2.455917020837301,-2.350516382847921,-0.4053715032390137,2.143584728240967,0.9572892189025879
-0.7275495529174805,-2.4558688602843226,-2.3505762259112757,-0.40535910547290044,2.143608570098877,0.9573254585266113
-0.7276334762573242,-2.4559408626952113,-2.3505283037768763,-0.4053829473308106,2.14359712600708,0.9573016166687012
-0.7275848388671875,-2.4559413395323695,-2.350516382847921,-0.40540726602587895,2.14359712600708,0.9573016166687012
-0.7275362014770508,-2.455893178979391,-2.3505523840533655,-0.40534766138110356,2.1435723304748535,0.9573140144348145
-0.7275972366333008,-2.455904623071188,-2.3505404631244105,-0.40534766138110356,2.1435608863830566,0.9573140144348145
-0.727513313293457,-2.455893178979391,-2.3505643049823206,-0.4053715032390137,2.1435723304748535,0.9572892189025879
-0.7275724411010742,-2.455928464929098,-2.350516382847921,-0.4053715032390137,2.143584728240967,0.9573016166687012
-0.7275495529174805,-2.4558688602843226,-2.3505283037768763,-0.40534766138110356,2.143608570098877,0.9572892189025879
-0.7275609970092773,-2.455904623071188,-2.3505404631244105,-0.4053352636149903,2.14359712600708,0.9572892189025879
-0.7275848388671875,-2.455893178979391,-2.3505404631244105,-0.40534766138110356,2.143608570098877,0.957277774810791
-0.7275724411010742,-2.455917020837301,-2.3505404631244105,-0.4053715032390137,2.143608570098877,0.957277774810791
-0.7275724411010742,-2.455928464929098,-2.3505643049823206,-0.40534766138110356,2.1435723304748535,0.9573254585266113
-0.7275724411010742,-2.455893178979391,-2.350516382847921,-0.4053233426860352,2.143584728240967,0.957277774810791
-0.7275972366333008,-2.455917020837301,-2.350492302571432,-0.4053715032390137,2.143620014190674,0.9572892189025879
-0.7275495529174805,-2.455917020837301,-2.3505283037768763,-0.40535910547290044,2.1435484886169434,0.9573016166687012
-0.7275724411010742,-2.455904623071188,-2.3505523840533655,-0.40534766138110356,2.1435723304748535,0.9573254585266113
-0.7275609970092773,-2.4558807812132777,-2.3505283037768763,-0.40534766138110356,2.1435723304748535,0.957277774810791
-0.7275724411010742,-2.4558807812132777,-2.3505523840533655,-0.40535910547290044,2.1435608863830566,0.9572892189025879
-0.7275724411010742,-2.455904623071188,-2.350504223500387,-0.4053352636149903,2.143620014190674,0.9573254585266113
-0.7275724411010742,-2.4558688602843226,-2.3505283037768763,-0.40534766138110356,2.143608570098877,0.9573140144348145
-0.7275724411010742,-2.455893178979391,-2.3505643049823206,-0.4053715032390137,2.1435723304748535,0.957277774810791
-0.7275724411010742,-2.455904623071188,-2.350516382847921,-0.40535910547290044,2.143584728240967,0.957277774810791
-0.7275495529174805,-2.4558807812132777,-2.3505523840533655,-0.40534766138110356,2.1435723304748535,0.9572892189025879
-0.7275724411010742,-2.455904623071188,-2.3505404631244105,-0.4053715032390137,2.14359712600708,0.957277774810791
-0.7275362014770508,-2.4558688602843226,-2.3505643049823206,-0.40535910547290044,2.1435484886169434,0.9572892189025879
-0.7275609970092773,-2.455917020837301,-2.3505404631244105,-0.4053715032390137,2.143608570098877,0.9572539329528809
-0.7275362014770508,-2.4558807812132777,-2.350516382847921,-0.4053829473308106,2.1435608863830566,0.9573254585266113
-0.7275972366333008,-2.455893178979391,-2.3505404631244105,-0.4053352636149903,2.143632411956787,0.9573140144348145
-0.7275724411010742,-2.455893178979391,-2.3505404631244105,-0.40540726602587895,2.143620014190674,0.9573016166687012
-0.7275247573852539,-2.4558688602843226,-2.3505523840533655,-0.4053715032390137,2.1435723304748535,0.9572892189025879
-0.7275724411010742,-2.4558688602843226,-2.3505404631244105,-0.4053715032390137,2.14359712600708,0.9572892189025879
-0.7275609970092773,-2.4558688602843226,-2.350516382847921,-0.4053715032390137,2.14359712600708,0.9573016166687012
-0.7276201248168945,-2.455917020837301,-2.3505283037768763,-0.4053715032390137,2.143620014190674,0.9572892189025879
-0.7275362014770508,-2.455917020837301,-2.3505643049823206,-0.40534766138110356,2.143620014190674,0.9572892189025879
-0.7275848388671875,-2.455904623071188,-2.3505283037768763,-0.40535910547290044,2.143584728240967,0.9573378562927246
-0.7275724411010742,-2.455893178979391,-2.3505404631244105,-0.4053829473308106,2.143632411956787,0.957277774810791
-0.7275609970092773,-2.4558807812132777,-2.350492302571432,-0.4053352636149903,2.1435723304748535,0.9573378562927246
-0.7275123596191406,-2.4558688602843226,-2.3505404631244105,-0.40535910547290044,2.143608570098877,0.9573016166687012
-0.7274885177612305,-2.455832143823141,-2.3505523840533655,-0.4053114217570801,2.143584728240967,0.9573140144348145
-0.7275247573852539,-2.4558569393553675,-2.3505638281451624,-0.4053829473308106,2.143608570098877,0.957277774810791
-0.7275609970092773,-2.4558688602843226,-2.350502316151754,-0.4053953450969239,2.143608570098877,0.9572892189025879
-0.7275362014770508,-2.455893178979391,-2.350539747868673,-0.40535910547290044,2.1435723304748535,0.9573140144348145
-0.7275485992431641,-2.455904623071188,-2.350516382847921,-0.4053352636149903,2.14359712600708,0.9573254585266113
-0.7275724411010742,-2.4558807812132777,-2.3505283037768763,-0.40535910547290044,2.14359712600708,0.9572892189025879
-0.7274885177612305,-2.4558445415892542,-2.3505283037768763,-0.40534766138110356,2.14359712600708,0.9572653770446777
-0.7275724411010742,-2.4558807812132777,-2.3505283037768763,-0.4053715032390137,2.14359712600708,0.957277774810791
-0.7275609970092773,-2.4558688602843226,-2.3505643049823206,-0.4053352636149903,2.143620014190674,0.9572892189025879
-0.7275362014770508,-2.4558807812132777,-2.350516382847921,-0.4053829473308106,2.143584728240967,0.957277774810791
-0.727513313293457,-2.4558807812132777,-2.3505283037768763,-0.40535910547290044,2.1435484886169434,0.9573140144348145
-0.7275724411010742,-2.455917020837301,-2.350516382847921,-0.40540726602587895,2.143608570098877,0.9572892189025879
-0.7275724411010742,-2.455928464929098,-2.350516382847921,-0.4053352636149903,2.143608570098877,0.9573016166687012
-0.7275848388671875,-2.455893178979391,-2.350504223500387,-0.40534766138110356,2.14359712600708,0.957277774810791
-0.7275495529174805,-2.455928464929098,-2.3505643049823206,-0.4053829473308106,2.14359712600708,0.9573016166687012
-0.7275362014770508,-2.455917020837301,-2.3505643049823206,-0.4053715032390137,2.143584728240967,0.957277774810791
-0.7275724411010742,-2.455917020837301,-2.3505762259112757,-0.40534766138110356,2.14359712600708,0.957277774810791
-0.7275848388671875,-2.455893178979391,-2.350516382847921,-0.4053715032390137,2.143620014190674,0.9573016166687012
-0.7275609970092773,-2.455893178979391,-2.3505523840533655,-0.4053715032390137,2.143584728240967,0.9573378562927246
-0.7275495529174805,-2.455917020837301,-2.3505404631244105,-0.4053715032390137,2.143620014190674,0.9573016166687012
-0.7275362014770508,-2.4558807812132777,-2.3505643049823206,-0.4053715032390137,2.14359712600708,0.9572892189025879
-0.7275724411010742,-2.455904623071188,-2.3505283037768763,-0.4053715032390137,2.143584728240967,0.9573016166687012
-0.7275609970092773,-2.455904623071188,-2.3505643049823206,-0.4053829473308106,2.143620014190674,0.9572892189025879
-0.7275495529174805,-2.4558807812132777,-2.3505643049823206,-0.40535910547290044,2.143584728240967,0.9573016166687012
-0.7275848388671875,-2.455904623071188,-2.350516382847921,-0.40535910547290044,2.143584728240967,0.9573016166687012
-0.7275609970092773,-2.455917020837301,-2.3505404631244105,-0.40534766138110356,2.1435723304748535,0.9573140144348145
-0.7275724411010742,-2.4558807812132777,-2.3505523840533655,-0.4053352636149903,2.143584728240967,0.9573140144348145
-0.7275609970092773,-2.4558688602843226,-2.3505643049823206,-0.40535910547290044,2.143608570098877,0.9572892189025879
-0.7275609970092773,-2.455893178979391,-2.3505643049823206,-0.4053352636149903,2.143584728240967,0.9573016166687012
-0.7275724411010742,-2.455893178979391,-2.350516382847921,-0.4053715032390137,2.1435723304748535,0.9573140144348145
-0.7275495529174805,-2.4558569393553675,-2.3505762259112757,-0.4053715032390137,2.14359712600708,0.9573016166687012
-0.7275247573852539,-2.455904623071188,-2.350516382847921,-0.40535910547290044,2.143584728240967,0.9573140144348145
-0.7275362014770508,-2.455928464929098,-2.3505523840533655,-0.4053233426860352,2.14359712600708,0.9573140144348145
-0.7275609970092773,-2.455893178979391,-2.3505523840533655,-0.4053829473308106,2.1435723304748535,0.957277774810791
-0.7275724411010742,-2.4558807812132777,-2.3505404631244105,-0.40534766138110356,2.14359712600708,0.957277774810791
-0.7275495529174805,-2.4558807812132777,-2.3505643049823206,-0.40535910547290044,2.143584728240967,0.957277774810791
-0.7275495529174805,-2.4558688602843226,-2.3505643049823206,-0.40535910547290044,2.14359712600708,0.9572653770446777
-0.7275123596191406,-2.455893178979391,-2.3505283037768763,-0.40534766138110356,2.143584728240967,0.9573254585266113
-0.7275362014770508,-2.4558688602843226,-2.3505638281451624,-0.4053233426860352,2.1435723304748535,0.9573140144348145
-0.7275857925415039,-2.455917020837301,-2.350454394017355,-0.40540726602587895,2.143608570098877,0.957277774810791
-0.7275972366333008,-2.4558688602843226,-2.3505762259112757,-0.40534766138110356,2.143584728240967,0.9573016166687012
-0.7275609970092773,-2.4558569393553675,-2.3505523840533655,-0.4053233426860352,2.143584728240967,0.957277774810791
-0.7275495529174805,-2.4558688602843226,-2.3505762259112757,-0.4053715032390137,2.143620014190674,0.9572892189025879
-0.7275247573852539,-2.455917020837301,-2.350516382847921,-0.40534766138110356,2.143608570098877,0.9572892189025879
-0.7275609970092773,-2.455917020837301,-2.3505523840533655,-0.40534766138110356,2.1435608863830566,0.9573016166687012
-0.7275495529174805,-2.4558807812132777,-2.350516382847921,-0.4053715032390137,2.143584728240967,0.9573140144348145
-0.7275247573852539,-2.4558807812132777,-2.350516382847921,-0.40534766138110356,2.14359712600708,0.9572892189025879
-0.7275609970092773,-2.4558807812132777,-2.3505643049823206,-0.40534766138110356,2.143608570098877,0.9572892189025879
-0.7275362014770508,-2.455904623071188,-2.3505404631244105,-0.4053715032390137,2.143584728240967,0.957277774810791
-0.7275247573852539,-2.4558807812132777,-2.350516382847921,-0.40535910547290044,2.14359712600708,0.9573016166687012
-0.7275495529174805,-2.4558688602843226,-2.3505523840533655,-0.4053715032390137,2.1435723304748535,0.9573016166687012
-0.7275495529174805,-2.455893178979391,-2.3505404631244105,-0.4053352636149903,2.1435723304748535,0.9573140144348145
-0.7275724411010742,-2.4558688602843226,-2.3505881468402308,-0.4053233426860352,2.1435723304748535,0.9572892189025879
-0.7275495529174805,-2.455893178979391,-2.3505283037768763,-0.40535910547290044,2.14359712600708,0.9572892189025879
-0.7275247573852539,-2.4558688602843226,-2.350516382847921,-0.4053352636149903,2.14359712600708,0.9572892189025879
-0.7275495529174805,-2.455893178979391,-2.3505404631244105,-0.40540726602587895,2.14359712600708,0.9573254585266113
-0.7275362014770508,-2.4558807812132777,-2.3505762259112757,-0.40534766138110356,2.143584728240967,0.9573140144348145
-0.7275609970092773,-2.455893178979391,-2.350492302571432,-0.40535910547290044,2.143584728240967,0.9573016166687012
-0.7276086807250977,-2.455904623071188,-2.350516382847921,-0.4053352636149903,2.14359712600708,0.9573254585266113
-0.7275247573852539,-2.455904623071188,-2.3505404631244105,-0.40534766138110356,2.14359712600708,0.9572892189025879
-0.727513313293457,-2.455893178979391,-2.3505404631244105,-0.4053352636149903,2.143608570098877,0.9573016166687012
-0.7276086807250977,-2.455893178979391,-2.3505404631244105,-0.40535910547290044,2.143584728240967,0.9572892189025879
-0.7275495529174805,-2.4558688602843226,-2.3505404631244105,-0.4053829473308106,2.1435608863830566,0.9573016166687012
-0.7275848388671875,-2.4558807812132777,-2.3505643049823206,-0.4053352636149903,2.14359712600708,0.957277774810791
-0.727513313293457,-2.4558688602843226,-2.350516382847921,-0.40534766138110356,2.143584728240967,0.9573140144348145
-0.7275495529174805,-2.455917020837301,-2.3505523840533655,-0.40534766138110356,2.143620014190674,0.9572892189025879
-0.7275609970092773,-2.4558807812132777,-2.3505283037768763,-0.4053715032390137,2.143608570098877,0.9572892189025879
-0.7275724411010742,-2.4558569393553675,-2.3505404631244105,-0.4053829473308106,2.143620014190674,0.9573254585266113
-0.7275609970092773,-2.455893178979391,-2.3505523840533655,-0.4053715032390137,2.14359712600708,0.957277774810791
-0.7275362014770508,-2.455928464929098,-2.350516382847921,-0.4053715032390137,2.143632411956787,0.9573016166687012
-0.7275495529174805,-2.4558807812132777,-2.3505523840533655,-0.4053715032390137,2.1435484886169434,0.9573140144348145
-0.7275848388671875,-2.455893178979391,-2.3505523840533655,-0.4053715032390137,2.1435723304748535,0.9572892189025879
-0.7275495529174805,-2.455904623071188,-2.3505523840533655,-0.4053715032390137,2.143608570098877,0.9573140144348145
-0.7275247573852539,-2.4558688602843226,-2.3505404631244105,-0.4053715032390137,2.143608570098877,0.9573140144348145
-0.7275609970092773,-2.455904623071188,-2.3505283037768763,-0.40535910547290044,2.143584728240967,0.9573016166687012
-0.7275609970092773,-2.4558688602843226,-2.3505881468402308,-0.4053352636149903,2.14359712600708,0.9572539329528809
-0.7275848388671875,-2.455904623071188,-2.350516382847921,-0.4053829473308106,2.14359712600708,0.9573016166687012
-0.7275848388671875,-2.455904623071188,-2.3505762259112757,-0.40535910547290044,2.14359712600708,0.9573016166687012
-0.7275724411010742,-2.4558688602843226,-2.3505283037768763,-0.4053352636149903,2.143608570098877,0.9573016166687012
-0.7275848388671875,-2.455928464929098,-2.3505283037768763,-0.4053715032390137,2.143608570098877,0.9573016166687012
-0.7275495529174805,-2.4558688602843226,-2.3505762259112757,-0.40535910547290044,2.143608570098877,0.9572892189025879
-0.7275362014770508,-2.4559408626952113,-2.3505404631244105,-0.4053715032390137,2.143584728240967,0.9573140144348145
-0.7275247573852539,-2.455917020837301,-2.3505523840533655,-0.4053352636149903,2.14359712600708,0.9572892189025879
-0.7275724411010742,-2.455893178979391,-2.3505404631244105,-0.4053233426860352,2.1435608863830566,0.9573254585266113
-0.727513313293457,-2.455917020837301,-2.3505643049823206,-0.4053352636149903,2.143584728240967,0.9573254585266113
-0.7275848388671875,-2.4558807812132777,-2.3505643049823206,-0.4053715032390137,2.143584728240967,0.9573254585266113
-0.7275609970092773,-2.4558688602843226,-2.3505404631244105,-0.4053715032390137,2.143608570098877,0.9573140144348145
-0.7275609970092773,-2.455928464929098,-2.350504223500387,-0.40534766138110356,2.14359712600708,0.9573016166687012
-0.7275495529174805,-2.4558807812132777,-2.3505404631244105,-0.4053352636149903,2.143608570098877,0.9573016166687012
-0.7275724411010742,-2.455917020837301,-2.3505283037768763,-0.40534766138110356,2.143608570098877,0.9573016166687012
-0.7275495529174805,-2.455893178979391,-2.3505762259112757,-0.4053715032390137,2.14359712600708,0.9572653770446777
-0.7275724411010742,-2.455917020837301,-2.3505643049823206,-0.40540726602587895,2.143584728240967,0.9572892189025879
-0.7275848388671875,-2.455893178979391,-2.3505283037768763,-0.40535910547290044,2.1435608863830566,0.957277774810791
-0.7275362014770508,-2.455904623071188,-2.3505523840533655,-0.40535910547290044,2.14359712600708,0.9572892189025879
-0.7275609970092773,-2.4558688602843226,-2.3505762259112757,-0.40534766138110356,2.143620014190674,0.9572892189025879
-0.7275495529174805,-2.4559532604613246,-2.3505523840533655,-0.4053715032390137,2.1435723304748535,0.9573016166687012
-0.7275724411010742,-2.455904623071188,-2.3505762259112757,-0.40535910547290044,2.143608570098877,0.9573016166687012
-0.7275609970092773,-2.455904623071188,-2.3505283037768763,-0.4053352636149903,2.143608570098877,0.9573254585266113
